timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-01-19,0.09061700,0.09300000,0.09000000,0.09008400,230596.47200000,1516406399999,20981.22389500,413822,107861.51400000,9818.04970036,0
2018-01-20,0.09000000,0.09125900,0.08790000,0.09017000,210464.87000000,1516492799999,18866.93904174,405752,104175.98900000,9342.01935097,0
2018-01-21,0.09015800,0.09260000,0.08920000,0.09100100,174311.95900000,1516579199999,15816.27662325,354598,87042.83100000,7901.27308192,0
2018-01-22,0.09100100,0.09299000,0.09052000,0.09218700,200912.51500000,1516665599999,18461.43603253,398304,95951.28200000,8821.60140648,0
2018-01-23,0.09227600,0.09279500,0.08928000,0.09093800,196525.72800000,1516751999999,17953.42086728,409917,92888.21400000,8489.66690040,0
2018-01-24,0.09093800,0.09423000,0.09033800,0.09340600,208910.96200000,1516838399999,19174.03490990,410643,100599.12600000,9236.60154920,0
2018-01-25,0.09349900,0.09542100,0.09300000,0.09429200,126213.64700000,1516924799999,11905.95595628,233353,60565.92700000,5715.80663286,0
2018-01-26,0.09426800,0.09693300,0.09266000,0.09482800,173629.03600000,1517011199999,16476.66456653,343882,89893.09700000,8536.12146592,0
2018-01-27,0.09476300,0.09800000,0.09450000,0.09734200,133169.03900000,1517097599999,12776.14498942,283840,60857.45800000,5838.74707338,0
2018-01-28,0.09743300,0.10563900,0.09710500,0.10524400,180711.07800000,1517183999999,18410.30170023,449131,84820.23400000,8631.03199125,0
2018-01-29,0.10524400,0.10598000,0.10330000,0.10454000,129263.33000000,1517270399999,13555.69704877,342462,59337.38400000,6224.15788597,0
2018-01-30,0.10463200,0.10800000,0.10310200,0.10608100,130548.12400000,1517356799999,13833.75101086,320221,61968.15700000,6568.67913147,0
2018-01-31,0.10605800,0.11087900,0.10555200,0.10945100,99941.48600000,1517443199999,10818.76634117,221996,41948.57200000,4539.89166854,0
2018-02-01,0.10945100,0.12379900,0.10934300,0.11318500,234038.20400000,1517529599999,27033.34409299,620714,106382.73900000,12290.72929441,0
2018-02-02,0.11307500,0.11500000,0.09688000,0.10390000,250334.44200000,1517615999999,26575.18037370,651394,116436.18700000,12377.04255676,0
2018-02-03,0.10397600,0.10750000,0.10300000,0.10551600,118577.42900000,1517702399999,12486.47773993,422763,56075.24800000,5906.95062302,0
2018-02-04,0.10551600,0.10600000,0.09875300,0.10087000,122975.36500000,1517788799999,12643.15648787,477254,56631.97500000,5825.15348554,0
2018-02-05,0.10086900,0.10367200,0.09563200,0.10080900,171027.10700000,1517875199999,17144.99763320,543694,82380.86300000,8260.84573973,0
2018-02-06,0.10078700,0.10231300,0.09443100,0.10189600,222283.82400000,1517961599999,21979.65141488,654283,101557.72400000,10042.66174973,0
2018-02-07,0.10177000,0.10257100,0.09904500,0.09935900,106109.23100000,1518047999999,10685.82498436,296719,51001.62500000,5139.19206542,0
2018-02-08,0.09931100,0.10067900,0.09885000,0.10029800,3008.81000000,1518134399999,300.18848364,12561,1478.18000000,147.68866787,0
2018-02-09,0.10013000,0.10155100,0.09912900,0.10103300,72149.94700000,1518220799999,7268.17093763,177640,33109.40900000,3336.64837283,0
2018-02-10,0.10102900,0.10114600,0.09920300,0.09968200,147532.97500000,1518307199999,14795.32519890,415256,70492.21900000,7071.55743675,0
2018-02-11,0.09971000,0.10100000,0.09930000,0.10036000,126261.13900000,1518393599999,12665.64146662,366796,60988.89900000,6119.37415094,0
2018-02-12,0.10039300,0.10055000,0.09700000,0.09736700,117166.98700000,1518479999999,11607.34088138,383374,54912.41600000,5441.20894747,0
2018-02-13,0.09736100,0.09880000,0.09691200,0.09854600,110413.96200000,1518566399999,10811.95651221,332335,51063.95400000,5000.23639983,0
2018-02-14,0.09855800,0.09870100,0.09600000,0.09725300,136922.65900000,1518652799999,13371.01516157,451520,65017.94100000,6350.14628503,0
2018-02-15,0.09722600,0.09738900,0.09110100,0.09239900,155011.09100000,1518739199999,14638.73802687,513155,75709.34600000,7144.51610334,0
2018-02-16,0.09234700,0.09450000,0.09134000,0.09236000,126099.46600000,1518825599999,11714.03201728,428120,61465.32700000,5710.50389793,0
2018-02-17,0.09239200,0.09302000,0.08766200,0.08781700,122365.31700000,1518911999999,11027.45986921,436426,59291.56500000,5342.31546583,0
2018-02-18,0.08784000,0.08939000,0.08613100,0.08769900,128436.85900000,1518998399999,11271.47425432,425157,63784.88100000,5597.79442430,0
2018-02-19,0.08773000,0.08860000,0.08339600,0.08415700,105092.83400000,1519084799999,9082.02551779,358594,51420.04900000,4443.10434067,0
2018-02-20,0.08415700,0.08426500,0.07082800,0.07882000,122620.97700000,1519171199999,9920.59974006,339812,59241.46100000,4790.75623425,0
2018-02-21,0.07882500,0.08150000,0.07810100,0.08011800,116652.85300000,1519257599999,9348.03961482,340310,55257.52000000,4428.02196431,0
2018-02-22,0.08013100,0.08186000,0.07953000,0.08164300,89132.64500000,1519343999999,7184.08141146,260826,42997.37000000,3465.84288282,0
2018-02-23,0.08166900,0.08633800,0.08158700,0.08412600,119515.22700000,1519430399999,10079.33965230,337107,56905.93700000,4799.33573984,0
2018-02-24,0.08412600,0.08660000,0.08100100,0.08604000,74689.81400000,1519516799999,6323.82706739,309736,36989.56500000,3134.44366045,0
2018-02-25,0.08598700,0.08860000,0.08588800,0.08786100,75442.26800000,1519603199999,6581.21520761,281564,41784.63000000,3645.60256725,0
2018-02-26,0.08778600,0.08980000,0.08350000,0.08405700,116583.41200000,1519689599999,10139.78569249,375012,57034.69100000,4961.75430010,0
2018-02-27,0.08412200,0.08589000,0.08167500,0.08233500,106621.57500000,1519775999999,8863.70289658,366361,55463.27500000,4606.54274419,0
2018-02-28,0.08223100,0.08777700,0.08000000,0.08260500,115440.24400000,1519862399999,9471.13676297,411812,56369.75900000,4627.46976411,0
2018-03-01,0.08267400,0.08299900,0.07930000,0.07971900,100437.22400000,1519948799999,8163.14611079,403731,50322.68400000,4088.18260114,0
2018-03-02,0.07971900,0.07996600,0.07612000,0.07751400,98530.76800000,1520035199999,7743.44759480,356006,45783.98800000,3599.31461308,0
2018-03-03,0.07755300,0.07782400,0.07450000,0.07472800,96773.17700000,1520121599999,7339.34220825,279512,47187.69900000,3577.82748142,0
2018-03-04,0.07472800,0.07757000,0.07460000,0.07528000,73555.51100000,1520207999999,5583.89136249,260347,36371.37000000,2761.09490955,0
2018-03-05,0.07527900,0.07564700,0.07252500,0.07387000,83623.98100000,1520294399999,6249.69649334,289495,42391.81100000,3169.34315034,0
2018-03-06,0.07387000,0.07699900,0.07381100,0.07598600,91742.19900000,1520380799999,6929.16914924,318218,42959.44400000,3245.61301713,0
2018-03-07,0.07598600,0.07648000,0.07246900,0.07570000,127108.49300000,1520467199999,9512.57352765,445291,59858.10800000,4482.91219486,0
2018-03-08,0.07577600,0.07709800,0.07450200,0.07501200,102259.47800000,1520553599999,7772.21180566,373466,53488.57100000,4066.50216337,0
2018-03-09,0.07501400,0.07885600,0.07450000,0.07847700,119032.42800000,1520639999999,9137.86451630,379251,57021.71900000,4381.15720048,0
2018-03-10,0.07847700,0.07975700,0.07720000,0.07760000,63323.38000000,1520726399999,4963.30779481,235408,28691.81700000,2249.97369619,0
2018-03-11,0.07765900,0.07955500,0.07489200,0.07575300,64978.43400000,1520812799999,5026.85884316,230092,31264.45600000,2420.33190085,0
2018-03-12,0.07567200,0.07696600,0.07432100,0.07644900,78594.87200000,1520899199999,5948.48957240,245277,36958.80400000,2798.80499711,0
2018-03-13,0.07644600,0.07718600,0.07484600,0.07536400,96071.93000000,1520985599999,7294.16614615,277662,46541.24100000,3534.76865553,0
2018-03-14,0.07536400,0.07642000,0.07335600,0.07449100,104892.31500000,1521071999999,7880.90783481,287716,53034.56300000,3985.10240423,0
2018-03-15,0.07449100,0.07547900,0.07300000,0.07386600,116230.72600000,1521158399999,8623.72546322,345732,60622.53400000,4499.19398375,0
2018-03-16,0.07386600,0.07458900,0.07174200,0.07248000,102488.57700000,1521244799999,7511.94836521,255232,55275.25700000,4053.22982894,0
2018-03-17,0.07240900,0.07355600,0.06966300,0.06990700,83785.69000000,1521331199999,6058.99910317,191975,45502.73200000,3292.30371941,0
2018-03-18,0.06991900,0.06999700,0.06180000,0.06564100,169228.12200000,1521417599999,11131.87667037,385898,79858.50900000,5256.15967192,0
2018-03-19,0.06564300,0.06673000,0.06310500,0.06472500,135417.99400000,1521503999999,8753.71095959,366030,64948.26700000,4197.53567610,0
2018-03-20,0.06469100,0.06493300,0.06191600,0.06260000,129684.40200000,1521590399999,8185.79548779,324744,64195.55500000,4053.07404811,0
2018-03-21,0.06259900,0.06488700,0.06000000,0.06302000,141417.03500000,1521676799999,8965.04902162,343625,71137.05000000,4509.37698898,0
2018-03-22,0.06295000,0.06369500,0.06100000,0.06194900,115083.36000000,1521763199999,7168.60134038,298103,59319.15200000,3697.63015903,0
2018-03-23,0.06194900,0.06300000,0.06006400,0.06102500,155855.58800000,1521849599999,9560.24641280,388507,81195.92600000,4983.75031033,0
2018-03-24,0.06102700,0.06139900,0.06010300,0.06095000,139742.75400000,1521935999999,8465.47775953,331205,70984.80500000,4301.50056581,0
2018-03-25,0.06100400,0.06235500,0.06053100,0.06188500,114629.82700000,1522022399999,7012.32465420,265941,58847.05200000,3600.65177912,0
2018-03-26,0.06188500,0.06223900,0.05924500,0.05971700,158118.00900000,1522108799999,9580.44912523,356288,76606.81500000,4644.10797823,0
2018-03-27,0.05966400,0.06006800,0.05656400,0.05751400,158615.10100000,1522195199999,9217.98626856,346249,78917.62100000,4587.67758720,0
2018-03-28,0.05751300,0.05796100,0.05600300,0.05612700,136333.95000000,1522281599999,7768.63787197,297255,70615.16700000,4024.09027076,0
2018-03-29,0.05615700,0.05652100,0.05399800,0.05405600,188208.26900000,1522367999999,10329.87809907,344024,91279.85600000,5010.37177772,0
2018-03-30,0.05405600,0.05755300,0.05405600,0.05741600,180794.30500000,1522454399999,10073.30693822,308677,91345.47300000,5090.36272487,0
2018-03-31,0.05741700,0.05895500,0.05638600,0.05685900,123898.88000000,1522540799999,7104.75755469,235118,62219.49600000,3567.14790338,0
2018-04-01,0.05686000,0.05703400,0.05510000,0.05554600,105613.34600000,1522627199999,5918.63043715,204059,54573.94200000,3060.07877834,0
2018-04-02,0.05554500,0.05590000,0.05429000,0.05454600,112104.72300000,1522713599999,6187.53649614,226885,56008.86800000,3092.56739642,0
2018-04-03,0.05450200,0.05612100,0.05381000,0.05603000,136273.01300000,1522799999999,7455.33838691,314429,66347.11600000,3630.43103324,0
2018-04-04,0.05598700,0.05615300,0.05367200,0.05566100,138939.68600000,1522886399999,7651.76045447,363489,70392.36800000,3879.36029720,0
2018-04-05,0.05566100,0.05642000,0.05538400,0.05630600,144766.60900000,1522972799999,8095.31306976,550153,73998.41600000,4139.59121388,0
2018-04-06,0.05629000,0.05641100,0.05535400,0.05591900,93952.55000000,1523059199999,5248.99755214,227245,47216.39500000,2638.66338689,0
2018-04-07,0.05586200,0.05620000,0.05510000,0.05580800,102662.47600000,1523145599999,5715.84234681,257893,53180.79600000,2962.04713639,0
2018-04-08,0.05581000,0.05726100,0.05550000,0.05709000,99750.96800000,1523231999999,5632.91715914,207536,50209.13500000,2835.74035240,0
2018-04-09,0.05709000,0.06006900,0.05699100,0.05886500,146710.20100000,1523318399999,8602.75848724,252340,73335.21200000,4300.99210231,0
2018-04-10,0.05886700,0.06080000,0.05840000,0.06072900,133299.65500000,1523404799999,7911.72314058,229369,64152.25500000,3807.35530106,0
2018-04-11,0.06078500,0.06209600,0.06024000,0.06191900,153230.66200000,1523491199999,9333.99514451,249314,79943.76100000,4870.45758057,0
2018-04-12,0.06191900,0.06305000,0.05928800,0.06238500,222972.33700000,1523577599999,13645.20274508,375340,106514.83200000,6519.08370375,0
2018-04-13,0.06245500,0.06468600,0.06180200,0.06263900,194683.66500000,1523663999999,12304.79817318,362688,91117.57300000,5757.49224639,0
2018-04-14,0.06264000,0.06355500,0.06163600,0.06285300,89889.13400000,1523750399999,5624.19512720,143519,48311.78200000,3024.19449199,0
2018-04-15,0.06279100,0.06396800,0.06226100,0.06388900,84977.72700000,1523836799999,5369.34040146,126650,45075.99500000,2849.73961308,0
2018-04-16,0.06395700,0.06408700,0.06290100,0.06352600,106019.23800000,1523923199999,6711.47348344,196250,53026.80200000,3357.88800450,0
2018-04-17,0.06346000,0.06470000,0.06287400,0.06368000,150612.95700000,1524009599999,9576.78265821,318962,67803.22200000,4310.72349450,0
2018-04-18,0.06368200,0.06448300,0.06326100,0.06442800,123125.21300000,1524095999999,7853.85941305,299149,59868.26200000,3820.28618702,0
2018-04-19,0.06442700,0.06888800,0.06394000,0.06867000,166176.24700000,1524182399999,10983.54919703,361941,81962.74500000,5420.93759555,0
2018-04-20,0.06866900,0.07127700,0.06749000,0.06965600,179540.77800000,1524268799999,12430.67402064,348066,88971.96100000,6160.66473253,0
2018-04-21,0.06958100,0.06978400,0.06532800,0.06790800,146061.99900000,1524355199999,10000.20592963,307626,71642.24300000,4907.19821871,0
2018-04-22,0.06783600,0.07266500,0.06561800,0.07065200,147845.85500000,1524441599999,10351.73505407,335773,74476.07400000,5219.26521962,0
2018-04-23,0.07065200,0.07266500,0.07054000,0.07205400,125512.20300000,1524527999999,9015.90373487,263387,64014.19500000,4599.91633867,0
2018-04-24,0.07205400,0.07575900,0.07165200,0.07288400,171553.06300000,1524614399999,12696.10201099,375523,84426.18800000,6250.09137825,0
2018-04-25,0.07289100,0.07297200,0.06668800,0.06957500,221923.26800000,1524700799999,15468.79071812,463680,112271.92400000,7830.67432266,0
2018-04-26,0.06957800,0.07200000,0.06885100,0.07135100,156534.54400000,1524787199999,11107.54024351,342527,77739.40900000,5518.33909718,0
2018-04-27,0.07140000,0.07355700,0.07067900,0.07208100,135904.82700000,1524873599999,9814.65212974,291988,67691.21800000,4890.42212771,0
2018-04-28,0.07214300,0.07386500,0.07199200,0.07316700,129817.20700000,1524959999999,9504.45958445,283319,66502.33300000,4869.91553683,0
2018-04-29,0.07316900,0.07360100,0.07229900,0.07331600,146843.94900000,1525046399999,10736.81034779,347613,73093.04700000,5346.07538980,0
2018-04-30,0.07331600,0.07511800,0.07212000,0.07253600,162921.55400000,1525132799999,11974.59853109,365826,82280.28900000,6048.62727506,0
2018-05-01,0.07253600,0.07462800,0.07049200,0.07410000,149553.89300000,1525219199999,10923.49087351,341782,76662.90700000,5602.99532713,0
2018-05-02,0.07410000,0.07522000,0.07388400,0.07445900,131992.84300000,1525305599999,9833.02838194,303015,70969.96800000,5289.79594312,0
2018-05-03,0.07445900,0.08099700,0.07436900,0.07995800,261509.49100000,1525391999999,20520.30967864,583550,129414.57400000,10165.78080648,0
2018-05-04,0.08000000,0.08318900,0.07906500,0.08086000,199115.12700000,1525478399999,16158.31458950,387208,98996.07000000,8031.86526748,0
2018-05-05,0.08095700,0.08333000,0.08068400,0.08308100,134390.57500000,1525564799999,11062.60774429,290342,72679.42300000,5984.27583215,0
2018-05-06,0.08316000,0.08466900,0.08000000,0.08220000,131743.96300000,1525651199999,10843.07895265,296676,66339.85300000,5463.69353444,0
2018-05-07,0.08220000,0.08270000,0.07595000,0.08040000,204147.61900000,1525737599999,16116.69719877,402722,97181.74700000,7677.71916242,0
2018-05-08,0.08045400,0.08214500,0.07905000,0.08162800,153036.75400000,1525823999999,12361.10312540,324358,77889.48300000,6293.15581792,0
2018-05-09,0.08154300,0.08176000,0.07915000,0.08074700,147032.64500000,1525910399999,11821.03733042,270930,76639.57600000,6165.02785232,0
2018-05-10,0.08074700,0.08210000,0.08016100,0.08019900,149418.73300000,1525996799999,12149.87084600,324473,76997.63700000,6263.83885819,0
2018-05-11,0.08023100,0.08225000,0.07830000,0.08056500,175367.97300000,1526083199999,14031.36225052,384873,84858.65400000,6796.08123307,0
2018-05-12,0.08056500,0.08120000,0.07751900,0.08076800,140098.37800000,1526169599999,11125.21571233,307418,70001.88400000,5564.54041622,0
2018-05-13,0.08084800,0.08543300,0.07999400,0.08400400,133165.62300000,1526255999999,11027.81617360,276640,71359.20300000,5911.06286957,0
2018-05-14,0.08400400,0.08480000,0.08250000,0.08399500,140875.67400000,1526342399999,11795.20469182,316513,71576.84300000,5994.83052381,0
2018-05-15,0.08399500,0.08495800,0.08240900,0.08325500,119657.83900000,1526428799999,10021.47935431,264270,62144.39200000,5205.95162088,0
2018-05-16,0.08331700,0.08473100,0.08244700,0.08469900,107701.02500000,1526515199999,9032.99211784,218554,56087.36700000,4704.72031314,0
2018-05-17,0.08469900,0.08540000,0.08270000,0.08296800,93411.68400000,1526601599999,7889.55188339,148296,51158.23100000,4322.56605161,0
2018-05-18,0.08296700,0.08435000,0.08270000,0.08409100,104327.59400000,1526687999999,8739.88398965,208344,54876.44500000,4597.82384117,0
2018-05-19,0.08417700,0.08574300,0.08325300,0.08468200,87917.70200000,1526774399999,7428.56243569,183893,48375.67800000,4089.40763959,0
2018-05-20,0.08468000,0.08590100,0.08384800,0.08391700,88347.75700000,1526860799999,7509.28136303,183636,45658.13400000,3883.11410996,0
2018-05-21,0.08391700,0.08438600,0.08240900,0.08314200,87568.36500000,1526947199999,7314.41955540,187518,48977.27800000,4091.66741821,0
2018-05-22,0.08314200,0.08400000,0.08002100,0.08042200,115585.02900000,1527033599999,9531.95415801,217560,62247.55100000,5135.18394238,0
2018-05-23,0.08042200,0.08107000,0.07576500,0.07704600,162034.83200000,1527119999999,12737.10642071,301207,81234.36800000,6389.43695965,0
2018-05-24,0.07696300,0.07950000,0.07530000,0.07940400,137941.34400000,1527206399999,10727.20310152,255432,71966.53600000,5599.20733931,0
2018-05-25,0.07945700,0.08091400,0.07731800,0.07851400,124820.20700000,1527292799999,9920.40581071,195760,67651.58400000,5375.77941986,0
2018-05-26,0.07858600,0.08026100,0.07782000,0.07995900,90706.92400000,1527379199999,7212.05992008,137346,50132.35800000,3987.69876973,0
2018-05-27,0.07992000,0.08038800,0.07658000,0.07771400,97781.70200000,1527465599999,7672.83147807,150273,55291.87500000,4340.73356320,0
2018-05-28,0.07776800,0.07790000,0.07150000,0.07214000,145016.96600000,1527551999999,10756.72229489,209360,76683.57300000,5686.04803951,0
2018-05-29,0.07207800,0.07649200,0.07206900,0.07593500,128010.58400000,1527638399999,9521.09689727,163638,67009.02100000,4986.22622934,0
2018-05-30,0.07587900,0.07750000,0.07419500,0.07558700,123347.70100000,1527724799999,9327.51833561,147668,69284.22300000,5240.77114283,0
2018-05-31,0.07557800,0.07744000,0.07528100,0.07721800,118055.09400000,1527811199999,9008.90723515,181499,66507.04600000,5075.30054510,0
2018-06-01,0.07721800,0.07775000,0.07591700,0.07698000,122731.66100000,1527897599999,9450.65267522,197445,69725.04600000,5369.62885392,0
2018-06-02,0.07698000,0.07812100,0.07651000,0.07735000,113457.71400000,1527983999999,8782.06199784,187130,61393.07300000,4752.38585098,0
2018-06-03,0.07737500,0.08085700,0.07735000,0.08023400,109639.47600000,1528070399999,8706.73747228,183772,62278.14600000,4946.05693084,0
2018-06-04,0.08029900,0.08079900,0.07773500,0.07892500,120832.45400000,1528156799999,9586.08170339,197020,66785.81400000,5298.32684318,0
2018-06-05,0.07900100,0.08050000,0.07769500,0.07989800,120506.52000000,1528243199999,9561.85332734,199005,61769.39100000,4903.97228760,0
2018-06-06,0.07989800,0.08010000,0.07900100,0.07923500,109281.53500000,1528329599999,8690.18783115,183982,61207.14300000,4868.13791130,0
2018-06-07,0.07923200,0.07970000,0.07823000,0.07869800,107771.15100000,1528415999999,8516.52026966,172535,60738.93600000,4800.87161097,0
2018-06-08,0.07869600,0.07928900,0.07799100,0.07875100,99569.81700000,1528502399999,7848.88200187,159854,57182.73800000,4508.60261811,0
2018-06-09,0.07877100,0.07950000,0.07770000,0.07910800,84598.59900000,1528588799999,6685.45855127,125087,49115.38200000,3882.03605118,0
2018-06-10,0.07910800,0.07950000,0.07550000,0.07754000,129509.83600000,1528675199999,10114.09238199,244449,66114.86200000,5165.63295731,0
2018-06-11,0.07748200,0.07895000,0.07500000,0.07729700,111567.05500000,1528761599999,8675.57569038,209520,60992.47800000,4745.62102655,0
2018-06-12,0.07729800,0.07839900,0.07440900,0.07556400,124559.80900000,1528847999999,9580.58835030,221989,70438.74200000,5421.70174953,0
2018-06-13,0.07556400,0.07639000,0.07225000,0.07558000,133361.93200000,1528934399999,9905.79752750,237309,68672.94300000,5101.72103533,0
2018-06-14,0.07558000,0.07909600,0.07270500,0.07826700,150760.02300000,1529020799999,11441.91533487,237538,79890.36300000,6055.21125747,0
2018-06-15,0.07828100,0.07845600,0.07463100,0.07634800,112289.93000000,1529107199999,8594.99857272,167574,59534.16200000,4555.28106802,0
2018-06-16,0.07634900,0.07750000,0.07588000,0.07659300,76768.23700000,1529193599999,5894.01713429,109948,44207.29600000,3394.58361639,0
2018-06-17,0.07659300,0.07756700,0.07646000,0.07707200,72138.85700000,1529279999999,5550.46678294,103372,41735.60100000,3211.40987673,0
2018-06-18,0.07706000,0.07768400,0.07635000,0.07718500,86016.67500000,1529366399999,6616.20592676,147146,49139.54900000,3780.64967557,0
2018-06-19,0.07718400,0.08017300,0.07692500,0.07981100,101295.71500000,1529452799999,7968.10949857,175540,55327.78400000,4353.68248937,0
2018-06-20,0.07985400,0.07992700,0.07847600,0.07935300,90643.09900000,1529539199999,7178.68433514,141979,47534.16600000,3765.14418173,0
2018-06-21,0.07936100,0.08039400,0.07785300,0.07833400,102010.73300000,1529625599999,8070.64088052,159343,56988.82100000,4510.01709941,0
2018-06-22,0.07833400,0.07837500,0.07507800,0.07641900,122205.14500000,1529711999999,9387.95059995,218793,66827.67200000,5136.30936906,0
2018-06-23,0.07646900,0.07751500,0.07563600,0.07694600,83692.76800000,1529798399999,6429.74698514,132117,48356.67400000,3715.41646068,0
2018-06-24,0.07694700,0.07722200,0.07270000,0.07402700,122854.45200000,1529884799999,9193.53217560,201220,63283.19400000,4736.81488443,0
2018-06-25,0.07402800,0.07556300,0.07280000,0.07340100,102442.28800000,1529971199999,7562.72136637,156032,57805.34700000,4267.46655551,0
2018-06-26,0.07346000,0.07368200,0.07070200,0.07082600,62548.39200000,1530057599999,4497.88595909,91645,33288.84300000,2393.42083426,0
2018-06-27,0.07082600,0.07216600,0.06995600,0.07195700,102713.02900000,1530143999999,7296.66057530,111296,50341.39100000,3576.61239423,0
2018-06-28,0.07194000,0.07218900,0.07065200,0.07183200,94656.26000000,1530230399999,6757.76636281,128940,51114.63100000,3649.34471581,0
2018-06-29,0.07183200,0.07208400,0.06910000,0.07011200,113758.35700000,1530316799999,8006.61000639,148534,61157.45600000,4305.97829175,0
2018-06-30,0.07011100,0.07171000,0.06993500,0.07105800,116930.88500000,1530403199999,8260.64179341,153365,58653.38700000,4144.51237556,0
2018-07-01,0.07105800,0.07153600,0.07056200,0.07115200,89236.20900000,1530489599999,6342.95996345,134088,47919.97100000,3406.84902989,0
2018-07-02,0.07119900,0.07246900,0.07061200,0.07198900,117288.42600000,1530575999999,8362.83168010,210239,61135.70300000,4359.74210826,0
2018-07-03,0.07193900,0.07288900,0.07062900,0.07087300,139666.67500000,1530662399999,9985.66370219,233578,71826.43600000,5136.87087119,0
2018-07-04,0.07093900,0.07208500,0.07057700,0.07092300,77794.84400000,1530748799999,5533.22748968,112595,41370.43400000,2943.90818431,0
2018-07-05,0.07098900,0.07190000,0.07069800,0.07161400,120942.17500000,1530835199999,8634.10027887,171763,69667.78000000,4974.42769391,0
2018-07-06,0.07165200,0.07193900,0.07000800,0.07119200,116303.53200000,1530921599999,8280.93485688,169975,62095.93100000,4422.18526984,0
2018-07-07,0.07118800,0.07190000,0.07014500,0.07189700,81076.29400000,1531007999999,5770.73677277,107393,44920.00400000,3197.62735452,0
2018-07-08,0.07189600,0.07310400,0.07164900,0.07253400,77262.72100000,1531094399999,5586.03875545,122304,42214.73500000,3051.98528941,0
2018-07-09,0.07255500,0.07279600,0.07057900,0.07079500,90561.61300000,1531180799999,6482.85068771,120746,48476.95900000,3469.66295847,0
2018-07-10,0.07079500,0.07088200,0.06753000,0.06864800,123345.35900000,1531267199999,8524.14086951,163681,62805.65800000,4340.96410361,0
2018-07-11,0.06865000,0.06994600,0.06755800,0.06974700,89644.93300000,1531353599999,6174.30371398,134973,49007.68400000,3375.95597964,0
2018-07-12,0.06974700,0.07025800,0.06854000,0.06900400,83226.58100000,1531439999999,5788.89198874,115910,46601.99200000,3241.27732221,0
2018-07-13,0.06903000,0.07052000,0.06879100,0.06953400,83426.80100000,1531526399999,5822.83788778,117346,48914.99000000,3414.40119088,0
2018-07-14,0.06953400,0.07002300,0.06915000,0.06932100,67626.21600000,1531612799999,4702.03714210,87312,36364.89800000,2528.60280026,0
2018-07-15,0.06932100,0.07114700,0.06913500,0.07075000,64377.73700000,1531699199999,4515.03884336,97092,36278.80400000,2543.96994441,0
2018-07-16,0.07075000,0.07189800,0.07015400,0.07126400,94611.48000000,1531785599999,6738.63616933,146650,51861.96800000,3694.51313335,0
2018-07-17,0.07120800,0.07147700,0.06800000,0.06821700,129405.67500000,1531871999999,9016.26225101,203760,72067.76400000,5029.76464923,0
2018-07-18,0.06818000,0.06869200,0.06448400,0.06496100,157902.20100000,1531958399999,10541.55659424,271743,83722.45400000,5590.12114467,0
2018-07-19,0.06496200,0.06511000,0.06237200,0.06270400,121296.92100000,1532044799999,7762.54436936,190070,69716.30000000,4463.14954580,0
2018-07-20,0.06275200,0.06277800,0.06037500,0.06126000,130582.77000000,1532131199999,8058.57203467,191197,72672.08400000,4483.45387707,0
2018-07-21,0.06120400,0.06326600,0.06089500,0.06216800,98257.17000000,1532217599999,6142.86597098,122727,55893.70500000,3494.98473819,0
2018-07-22,0.06216800,0.06284000,0.06144800,0.06185500,84620.28500000,1532303999999,5261.51870064,87265,47504.04700000,2954.40315176,0
2018-07-23,0.06185500,0.06188200,0.05795500,0.05825200,123159.13500000,1532390399999,7345.35685936,163654,69204.06900000,4126.67590219,0
2018-07-24,0.05827200,0.05934100,0.05651100,0.05701700,170909.47600000,1532476799999,9909.51310044,206925,91335.25500000,5294.66962281,0
2018-07-25,0.05704800,0.05818000,0.05677800,0.05776500,123353.97900000,1532563199999,7092.79146407,162486,67463.40000000,3879.66349760,0
2018-07-26,0.05772700,0.05885600,0.05756900,0.05830900,110329.06300000,1532649599999,6410.14415529,131763,59019.69100000,3429.85987091,0
2018-07-27,0.05830900,0.05895000,0.05670300,0.05744600,98918.12200000,1532735999999,5733.76028887,122988,53745.43700000,3114.48577856,0
2018-07-28,0.05744700,0.05751900,0.05668600,0.05693700,80417.05200000,1532822399999,4595.76991124,88748,44820.62400000,2561.48697136,0
2018-07-29,0.05699000,0.05709700,0.05655400,0.05677700,83117.25500000,1532908799999,4719.58856415,93423,44524.60200000,2528.52059941,0
2018-07-30,0.05679400,0.05707400,0.05550000,0.05586600,102153.43900000,1532995199999,5765.11746761,117261,55314.69000000,3121.37149297,0
2018-07-31,0.05586200,0.05631600,0.05435600,0.05581500,118270.56600000,1533081599999,6573.98071865,137213,62668.99700000,3483.85505417,0
2018-08-01,0.05581800,0.05642900,0.05446300,0.05525000,106706.64400000,1533167999999,5925.67167693,116635,60270.07600000,3348.06777882,0
2018-08-02,0.05525000,0.05558900,0.05414300,0.05455000,102662.71500000,1533254399999,5619.05573540,120263,55673.40700000,3047.32418665,0
2018-08-03,0.05455000,0.05650100,0.05420000,0.05633400,125645.87500000,1533340799999,6964.11839441,138325,69016.84000000,3827.06670334,0
2018-08-04,0.05633500,0.05859700,0.05576700,0.05806000,120329.45600000,1533427199999,6843.04709936,114508,70193.86600000,3989.37613627,0
2018-08-05,0.05806400,0.05855000,0.05766400,0.05816000,90958.49200000,1533513599999,5283.13729121,76694,49573.66200000,2879.80769287,0
